temperatura_cabeza_F_diff,temperatura_cabeza_F,dosis_IC_ppm_diff,dosis_IC_ppm,agua_BAPD,mpy
-1.7999999999999972,93.2,-0.4068770299999968,34.75307396,718.5856596,0.49296588
1.7999999999999972,95.0,-34.75307396,0.0,1772.8365,1.24830888
5.090703199999993,100.0907032,31.43767711,31.43767711,687.097,3.554415236
-5.090703199999993,95.0,13.053133589999998,44.4908107,571.8118932,1.048194799
3.598228669999997,98.59822867,-5.198187429999997,39.29262327,1440.065499,15.2590938
0.0017713299999968,98.6,4.029784120000002,43.32240739,420.64308,15.2107611
-1.794799189999992,96.80520081,-7.800124700000005,35.52228269,753.9110136,0.531744366
7.194799189999998,104.0,-13.007454919999995,22.51482777,1123.52694,0.68433188
0.0,104.0,-22.51482777,0.0,632.303125,14.82209898
-3.5999999999999943,100.4,60.0,60.0,333.16218,2.837896564
-5.400000000000006,95.0,-60.0,0.0,250.74,14.85547464
1.7999999999999972,96.8,90.0,90.0,1668.2362,6.998081358
